X,ID,MY,PH,TH
6.842672376,-0.002899032,-0.002722443,-0.002703849,-0.002993523
6.841146985,-0.002803082,-0.002881997,-0.002738421,-0.0030125
6.839621594,-0.002851131,-0.002777843,-0.002572904,-0.002967085
6.838096203,-0.002904488,-0.00279615,-0.002731668,-0.00308906
6.836570812,-0.002859186,-0.002816947,-0.002680072,-0.002963599
6.835045421,-0.002898064,-0.002875473,-0.002684176,-0.003020298
6.83352003,-0.002821231,-0.002889855,-0.002675673,-0.003139833
6.831994639,-0.002791851,-0.002855619,-0.002789119,-0.002971966
6.830469248,-0.002799193,-0.002831121,-0.002593812,-0.00300156
6.828943857,-0.002936067,-0.002784927,-0.002770308,-0.003005971
6.827418466,-0.00277713,-0.002866043,-0.002620744,-0.002992968
6.825893075,-0.002883018,-0.002848781,-0.002724341,-0.002967768
6.824367684,-0.002849271,-0.002848609,-0.002703793,-0.002994573
6.822842293,-0.002868005,-0.002787964,-0.00271203,-0.003101488
6.821316902,-0.002921864,-0.002816822,-0.002805977,-0.003019919
6.81979151,-0.002833713,-0.00289816,-0.002737754,-0.003057115
6.818266119,-0.002803387,-0.002799288,-0.002762063,-0.002973375
6.816740728,-0.002817784,-0.00294141,-0.002664281,-0.002956232
6.815215337,-0.002889813,-0.002880089,-0.002634209,-0.00297503
6.813689946,-0.00295316,-0.002736755,-0.002714325,-0.003057721
6.812164555,-0.002784291,-0.002968711,-0.002669473,-0.002983114
6.810639164,-0.002802104,-0.002802777,-0.002694403,-0.003012574
6.809113773,-0.002724559,-0.002738535,-0.002756572,-0.003015844
6.807588382,-0.002889655,-0.002870939,-0.002721099,-0.002992107
6.806062991,-0.002886657,-0.00274715,-0.002754596,-0.00305509
6.8045376,-0.00286513,-0.00280007,-0.002784554,-0.002986715
6.803012209,-0.002715105,-0.002761439,-0.002693433,-0.003114433
6.801486818,-0.002847719,-0.002780573,-0.002772175,-0.002862936
6.799961427,-0.002841442,-0.002793114,-0.002890235,-0.003008736
6.798436036,-0.00284762,-0.00289534,-0.002676962,-0.003116083
6.796910645,-0.00280799,-0.002876877,-0.002731992,-0.003026669
6.795385254,-0.002889075,-0.002835,-0.002651161,-0.003096391
6.793859863,-0.002786855,-0.002811268,-0.002794127,-0.00304655
6.792334472,-0.002989019,-0.002916809,-0.002726137,-0.00299529
6.790809081,-0.002905732,-0.002899903,-0.002694686,-0.003064857
6.78928369,-0.002775798,-0.002935707,-0.002710881,-0.003053308
6.787758299,-0.002804867,-0.002823494,-0.002681468,-0.002973304
6.786232908,-0.002726701,-0.002911629,-0.002689616,-0.002990666
6.784707517,-0.002860131,-0.002856258,-0.002765312,-0.003033606
6.783182126,-0.002807451,-0.002843334,-0.002740584,-0.002908505
6.781656734,-0.002751994,-0.00275814,-0.002708951,-0.00292957
6.780131343,-0.002732553,-0.002722865,-0.002721442,-0.002898931
6.778605952,-0.002865437,-0.00280398,-0.00270546,-0.003037803
6.777080561,-0.002845829,-0.002769642,-0.002773707,-0.003108626
6.77555517,-0.002745105,-0.002848395,-0.002736581,-0.003221877
6.774029779,-0.002809954,-0.002721991,-0.002795092,-0.003060919
6.772504388,-0.00284102,-0.00283428,-0.002704554,-0.002961831
6.770978997,-0.002823523,-0.002830852,-0.002797387,-0.003027606
6.769453606,-0.002897363,-0.002912076,-0.002657021,-0.002968214
6.767928215,-0.00279027,-0.002903301,-0.002686062,-0.003019571
6.766402824,-0.00271208,-0.002857214,-0.002784988,-0.003059135
6.764877433,-0.002817515,-0.002825249,-0.002764479,-0.002954634
6.763352042,-0.002879575,-0.002830672,-0.002687378,-0.002941692
6.761826651,-0.002797602,-0.002855585,-0.002668983,-0.003044953
6.76030126,-0.002790213,-0.00288668,-0.002728545,-0.00298285
6.758775869,-0.002967452,-0.002833373,-0.002727418,-0.003058343
6.757250478,-0.002809783,-0.002748494,-0.0026892,-0.002912288
6.755725087,-0.002873578,-0.002792589,-0.002693637,-0.002992253
6.754199696,-0.002699148,-0.002911596,-0.002685419,-0.002937705
6.752674305,-0.00280697,-0.002772866,-0.002670404,-0.003087115
6.751148914,-0.002934186,-0.002801343,-0.00274549,-0.002936475
6.749623523,-0.002865054,-0.002817449,-0.002762563,-0.003051129
6.748098132,-0.002798616,-0.002864351,-0.002805295,-0.002859073
6.746572741,-0.002823471,-0.002797442,-0.002737844,-0.002934134
6.74504735,-0.002805904,-0.00289185,-0.002603241,-0.003020098
6.743521958,-0.00287799,-0.002759438,-0.002670326,-0.003086941
6.741996567,-0.002864487,-0.002662453,-0.002618939,-0.002991893
6.740471176,-0.002802381,-0.002803437,-0.002626971,-0.003042572
6.738945785,-0.002804352,-0.002880727,-0.002689889,-0.002903771
6.737420394,-0.002894309,-0.002764332,-0.002741719,-0.0029868
6.735895003,-0.002847098,-0.002759738,-0.002886938,-0.003093224
6.734369612,-0.002715871,-0.002734965,-0.002731552,-0.003008536
6.732844221,-0.002908246,-0.002812336,-0.00277883,-0.003011862
6.73131883,-0.002875337,-0.002921013,-0.002670354,-0.002949095
6.729793439,-0.002877819,-0.002818397,-0.002752646,-0.002993021
6.728268048,-0.002814108,-0.002863464,-0.002803188,-0.002981261
6.726742657,-0.002863777,-0.002881159,-0.002681514,-0.002961084
6.725217266,-0.002892286,-0.002781201,-0.002577973,-0.00296949
6.723691875,-0.002786395,-0.002675839,-0.002723398,-0.003009583
6.722166484,-0.002834776,-0.002762489,-0.002736352,-0.002996955
6.720641093,-0.002916961,-0.002794898,-0.002736821,-0.003012777
6.719115702,-0.002837403,-0.002763685,-0.002720402,-0.00303517
6.717590311,-0.00262947,-0.002914068,-0.002692409,-0.003024547
6.71606492,-0.002941404,-0.002857895,-0.002729837,-0.003097387
6.714539529,-0.002765761,-0.002740229,-0.002700865,-0.003024117
6.713014138,-0.002763453,-0.00274916,-0.002672355,-0.003064625
6.711488747,-0.002768117,-0.002778103,-0.0026522,-0.00309078
6.709963356,-0.002735067,-0.002909263,-0.002630959,-0.002968224
6.708437965,-0.002839659,-0.002749396,-0.002635533,-0.00294377
6.706912574,-0.002801726,-0.002805684,-0.002675627,-0.003006615
6.705387182,-0.00286243,-0.002734717,-0.002639921,-0.002962036
6.703861791,-0.002812737,-0.002774385,-0.00271731,-0.002958501
6.7023364,-0.002870363,-0.002814678,-0.002758418,-0.003042083
6.700811009,-0.002980677,-0.002859178,-0.002675882,-0.002984924
6.699285618,-0.002736917,-0.002866493,-0.002692689,-0.002978615
6.697760227,-0.002867763,-0.002939493,-0.002636638,-0.003143913
6.696234836,-0.002918448,-0.002673265,-0.002705559,-0.003064702
6.694709445,-0.002780756,-0.002858981,-0.002711113,-0.002950099
6.693184054,-0.002811671,-0.002954362,-0.002726011,-0.003054097
6.691658663,-0.002801788,-0.002768798,-0.002716646,-0.003089638
6.690133272,-0.002724661,-0.002828791,-0.002643242,-0.002996409
6.688607881,-0.002783968,-0.002878847,-0.002571102,-0.002951677
6.68708249,-0.002792603,-0.002846818,-0.002716085,-0.003012958
6.685557099,-0.002809143,-0.002724535,-0.002724029,-0.00296271
6.684031708,-0.002858496,-0.002934964,-0.002671007,-0.003056959
6.682506317,-0.002716465,-0.002882689,-0.002627853,-0.003011716
6.680980926,-0.002905604,-0.002855979,-0.002695793,-0.002903125
6.679455535,-0.002716993,-0.002739759,-0.002738577,-0.003020961
6.677930144,-0.002849025,-0.002817505,-0.002765517,-0.002964022
6.676404753,-0.00281728,-0.002865742,-0.002699076,-0.002974449
6.674879362,-0.002749834,-0.002892429,-0.002612354,-0.002909285
6.673353971,-0.002812377,-0.002951151,-0.002744051,-0.003096171
6.67182858,-0.002828801,-0.002804321,-0.002619641,-0.00299633
6.670303189,-0.002776817,-0.002921046,-0.002742716,-0.002978875
6.668777798,-0.002849498,-0.002863885,-0.002706249,-0.002858157
6.667252406,-0.002717842,-0.002839874,-0.002655327,-0.002888505
6.665727015,-0.002676331,-0.002952369,-0.00263387,-0.00301243
6.664201624,-0.002841024,-0.002727077,-0.00260639,-0.002949332
6.662676233,-0.002768716,-0.00283118,-0.002815663,-0.00307232
6.661150842,-0.002792619,-0.002783756,-0.002602158,-0.002934226
6.659625451,-0.002765042,-0.002841068,-0.002657367,-0.002840313
6.65810006,-0.002750303,-0.002711892,-0.002747509,-0.003028166
6.656574669,-0.002688659,-0.002899419,-0.002693578,-0.002935097
6.655049278,-0.002947343,-0.002846961,-0.002629936,-0.003039591
6.653523887,-0.002795436,-0.00277034,-0.002730907,-0.002840821
6.651998496,-0.002912014,-0.002809427,-0.002692799,-0.002978207
6.650473105,-0.002793062,-0.002784872,-0.002718213,-0.002858648
6.648947714,-0.002817152,-0.002898289,-0.002581851,-0.003011451
6.647422323,-0.002887221,-0.002839073,-0.00266294,-0.003009664
6.645896932,-0.002697426,-0.002819578,-0.002713583,-0.002950309
6.644371541,-0.002802938,-0.002845051,-0.002679999,-0.002973392
6.64284615,-0.00279849,-0.002784133,-0.002613627,-0.002850843
6.641320759,-0.002809277,-0.002793113,-0.002729939,-0.002851356
6.639795368,-0.002724643,-0.002651631,-0.002666247,-0.002813478
6.638269977,-0.002744935,-0.002772151,-0.002564402,-0.002783752
6.636744586,-0.002830646,-0.002831476,-0.002723562,-0.002824832
6.635219195,-0.002743287,-0.002825564,-0.002592155,-0.002848925
6.633693804,-0.002782481,-0.002834554,-0.002780089,-0.002944899
6.632168413,-0.002595932,-0.002866795,-0.002601429,-0.002894121
6.630643022,-0.002787582,-0.002864227,-0.002673648,-0.002906954
6.629117631,-0.002703908,-0.002705978,-0.002607776,-0.002874011
6.627592239,-0.002691042,-0.002815701,-0.002581983,-0.002898233
6.626066848,-0.002778362,-0.002928631,-0.002592733,-0.002839286
6.624541457,-0.002669184,-0.002772878,-0.002541895,-0.002914435
6.623016066,-0.002717891,-0.002748609,-0.002474612,-0.003003584
6.621490675,-0.002823815,-0.002795084,-0.002600394,-0.00287621
6.619965284,-0.002740016,-0.002717076,-0.002720322,-0.00294467
6.618439893,-0.002646329,-0.002805302,-0.002699115,-0.002944235
6.616914502,-0.002838478,-0.002754998,-0.002729467,-0.002897534
6.615389111,-0.002739559,-0.002770362,-0.002666813,-0.002947092
6.61386372,-0.002746865,-0.002803277,-0.002745516,-0.002873972
6.612338329,-0.00273982,-0.002759593,-0.002669736,-0.002840983
6.610812938,-0.002639678,-0.002759847,-0.002588497,-0.002769861
6.609287547,-0.002832805,-0.002786676,-0.002638206,-0.002914966
6.607762156,-0.002775367,-0.002761858,-0.002556418,-0.002955101
6.606236765,-0.002697672,-0.002795175,-0.002562188,-0.002857005
6.604711374,-0.002703072,-0.002762353,-0.002699746,-0.00283175
6.603185983,-0.002840781,-0.002837616,-0.002672167,-0.002869663
6.601660592,-0.002742735,-0.002870553,-0.002631992,-0.002891584
6.600135201,-0.002661,-0.002697632,-0.002663442,-0.003037181
6.59860981,-0.002836863,-0.002742457,-0.002696221,-0.002932807
6.597084419,-0.002838258,-0.002742662,-0.00268862,-0.002889039
6.595559028,-0.002694645,-0.002725482,-0.002596547,-0.002759084
6.594033637,-0.002700012,-0.002917079,-0.002653338,-0.003007054
6.592508246,-0.002640304,-0.002763826,-0.002625337,-0.002998703
6.590982855,-0.002838019,-0.00281164,-0.002680591,-0.00291148
6.589457463,-0.002809552,-0.002930326,-0.002648661,-0.002904226
6.587932072,-0.002796295,-0.002875797,-0.002682503,-0.002873695
6.586406681,-0.002751514,-0.002763732,-0.002592311,-0.002938135
6.58488129,-0.002684344,-0.002811904,-0.002723442,-0.0029815
6.583355899,-0.002621831,-0.002897288,-0.002701486,-0.00301017
6.581830508,-0.00278824,-0.002825436,-0.002647008,-0.002967333
6.580305117,-0.002754553,-0.002816092,-0.002640726,-0.002958922
6.578779726,-0.002792543,-0.002739121,-0.002557066,-0.002891682
6.577254335,-0.002712835,-0.002732372,-0.002578984,-0.003000473
6.575728944,-0.002679996,-0.002840923,-0.002759709,-0.002878351
6.574203553,-0.002718636,-0.002959134,-0.002858646,-0.002887676
6.572678162,-0.002794413,-0.002785518,-0.002712082,-0.003022906
6.571152771,-0.002737178,-0.002773208,-0.002612858,-0.002996445
6.56962738,-0.002796709,-0.002822953,-0.002654368,-0.002987486
6.568101989,-0.002836506,-0.002811119,-0.002712632,-0.002877834
6.566576598,-0.002753812,-0.002821105,-0.002724581,-0.002959474
6.565051207,-0.002745605,-0.002878953,-0.002637413,-0.002878861
6.563525816,-0.002778733,-0.002806508,-0.002612831,-0.003035075
6.562000425,-0.002666634,-0.002718931,-0.002646174,-0.002846397
6.560475034,-0.002816323,-0.002779208,-0.002647439,-0.002808177
6.558949643,-0.002821897,-0.002813736,-0.002711523,-0.002818512
6.557424252,-0.002769719,-0.002787141,-0.002759098,-0.002865819
6.555898861,-0.002887997,-0.002798032,-0.002602104,-0.00287475
6.55437347,-0.002792553,-0.002844575,-0.002688995,-0.002916049
6.552848079,-0.00273839,-0.002772734,-0.002649272,-0.002962703
6.551322687,-0.002741351,-0.002735595,-0.002643968,-0.002967378
6.549797296,-0.00275998,-0.002757952,-0.002705417,-0.002942917
6.548271905,-0.002812286,-0.002849677,-0.002768751,-0.002978582
6.546746514,-0.00276811,-0.002814552,-0.002711221,-0.002920115
6.545221123,-0.002772578,-0.002746388,-0.002711264,-0.003004662
6.543695732,-0.002788131,-0.002678079,-0.002651146,-0.002999887
6.542170341,-0.002906412,-0.002856529,-0.002669374,-0.003089358
6.54064495,-0.002813154,-0.002860709,-0.002735427,-0.002984073
6.539119559,-0.002817385,-0.002756781,-0.002709076,-0.002932112
6.537594168,-0.002758133,-0.00269723,-0.002667794,-0.002891848
6.536068777,-0.002842595,-0.002791421,-0.002681377,-0.002876175
6.534543386,-0.002698484,-0.00270432,-0.002580151,-0.002958269
6.533017995,-0.0027692,-0.002707816,-0.002684151,-0.002873701
6.531492604,-0.002826525,-0.002790487,-0.002698633,-0.002913842
6.529967213,-0.002775996,-0.002836465,-0.00275663,-0.002938484
6.528441822,-0.002854913,-0.002851316,-0.002755295,-0.003112209
6.526916431,-0.002772074,-0.002969162,-0.00272512,-0.003027943
6.52539104,-0.002834238,-0.002742915,-0.002771325,-0.002955442
6.523865649,-0.002799189,-0.002760298,-0.002747258,-0.002958237
6.522340258,-0.002752346,-0.002898025,-0.002656353,-0.002972384
6.520814867,-0.002817892,-0.002728487,-0.002719026,-0.003004184
6.519289476,-0.002913235,-0.002773476,-0.002738721,-0.003054018
6.517764085,-0.002799751,-0.002834822,-0.002729189,-0.002980765
6.516238694,-0.002806965,-0.002926831,-0.002570601,-0.003017035
6.514713303,-0.002718415,-0.002828452,-0.00270733,-0.002987518
6.513187911,-0.002818855,-0.002778321,-0.00263124,-0.00290499
6.51166252,-0.002680003,-0.002869843,-0.002778144,-0.003144573
6.510137129,-0.002813511,-0.002866195,-0.002769377,-0.003014109
6.508611738,-0.002671842,-0.002864274,-0.002728258,-0.00301963
6.507086347,-0.002627617,-0.002875658,-0.002805161,-0.002960566
6.505560956,-0.002797606,-0.002836649,-0.002709058,-0.00295674
6.504035565,-0.002665324,-0.002806617,-0.002838601,-0.0029901
6.502510174,-0.002801863,-0.00270106,-0.002863614,-0.0030685
6.500984783,-0.002761427,-0.002869486,-0.002741738,-0.002993531
6.499459392,-0.002690072,-0.002776248,-0.002797331,-0.003004108
6.497934001,-0.002862067,-0.002801314,-0.002764894,-0.002982246
6.49640861,-0.002805984,-0.002724636,-0.002659014,-0.002913363
6.494883219,-0.002800026,-0.00280837,-0.002668909,-0.002966078
6.493357828,-0.002804635,-0.002831865,-0.002732462,-0.002946846
6.491832437,-0.002801548,-0.002856211,-0.002857301,-0.002909121
6.490307046,-0.002838978,-0.00288242,-0.002761775,-0.002953412
6.488781655,-0.002765853,-0.002765508,-0.002723527,-0.003096537
6.487256264,-0.002871991,-0.002698005,-0.002748628,-0.002876329
6.485730873,-0.002824496,-0.002928436,-0.002706452,-0.002910065
6.484205482,-0.002854936,-0.002761653,-0.00269541,-0.003173087
6.482680091,-0.002836156,-0.002723178,-0.002706285,-0.003046398
6.4811547,-0.002803051,-0.002801779,-0.002723868,-0.003080561
6.479629309,-0.002893292,-0.002697458,-0.002684807,-0.002937917
6.478103918,-0.002789539,-0.002753603,-0.002745788,-0.002922484
6.476578527,-0.002753379,-0.002808142,-0.002680648,-0.00301315
6.475053135,-0.002889744,-0.002829548,-0.002640195,-0.002892861
6.473527744,-0.002826273,-0.002691977,-0.00265432,-0.002990639
6.472002353,-0.002837995,-0.002928781,-0.002732188,-0.002917909
6.470476962,-0.002852555,-0.002823,-0.002751185,-0.002963686
6.468951571,-0.002758424,-0.002660132,-0.002669017,-0.002954811
6.46742618,-0.002734326,-0.002852812,-0.00270579,-0.002843799
6.465900789,-0.002672619,-0.002728312,-0.002637472,-0.002995669
6.464375398,-0.002779246,-0.002847733,-0.002649782,-0.002951424
6.462850007,-0.002834587,-0.002704762,-0.002782837,-0.002971202
6.461324616,-0.002778978,-0.002764922,-0.002645823,-0.002971675
6.459799225,-0.002716384,-0.002812781,-0.00273715,-0.002908995
6.458273834,-0.002625245,-0.002781796,-0.002769832,-0.003036594
6.456748443,-0.002818199,-0.002858736,-0.002605014,-0.002996462
6.455223052,-0.002879792,-0.002831719,-0.0027677,-0.003072157
6.453697661,-0.002824772,-0.002760544,-0.002791141,-0.002984902
6.45217227,-0.002785929,-0.002854044,-0.002773461,-0.003065438
6.450646879,-0.002740385,-0.0028503,-0.00268116,-0.003073391
6.449121488,-0.002795008,-0.002834365,-0.002669346,-0.002972118
6.447596097,-0.002748225,-0.002825574,-0.00267097,-0.002944057
6.446070706,-0.002752875,-0.002828963,-0.002604866,-0.002993857
6.444545315,-0.002787076,-0.002848682,-0.002774933,-0.002974999
6.443019924,-0.002896684,-0.002841062,-0.002709579,-0.002942236
6.441494533,-0.002823113,-0.002744525,-0.002710787,-0.002950791
6.439969142,-0.002849838,-0.002802096,-0.002696655,-0.00291319
6.438443751,-0.002793211,-0.002870777,-0.002834075,-0.002940685
6.436918359,-0.002866675,-0.002785009,-0.002713391,-0.002983422
6.435392968,-0.002801564,-0.002783162,-0.002708539,-0.002992709
6.433867577,-0.002747557,-0.002759875,-0.00267719,-0.002964329
6.432342186,-0.00278275,-0.002683155,-0.002730093,-0.002926546
6.430816795,-0.002718064,-0.002805279,-0.002711778,-0.002984441
6.429291404,-0.002724394,-0.002842084,-0.002662189,-0.003004544
6.427766013,-0.002790903,-0.002749153,-0.002784221,-0.002991261
6.426240622,-0.002752991,-0.002841516,-0.002664585,-0.002978863
6.424715231,-0.002716474,-0.002821409,-0.002627777,-0.002996209
6.42318984,-0.002738772,-0.002783394,-0.002672637,-0.002908798
6.421664449,-0.002667624,-0.002798199,-0.00264821,-0.002980014
6.420139058,-0.002660934,-0.002879868,-0.002665431,-0.00296841
6.418613667,-0.002785572,-0.002818701,-0.002810157,-0.002994151
6.417088276,-0.00284051,-0.0028429,-0.002794134,-0.002950729
6.415562885,-0.002772445,-0.002845877,-0.002613537,-0.002915463
6.414037494,-0.002786384,-0.002858981,-0.002593728,-0.002960464
6.412512103,-0.002833539,-0.002889324,-0.002712827,-0.002928223
6.410986712,-0.002800696,-0.002741667,-0.002644725,-0.002971198
6.409461321,-0.002876178,-0.002758119,-0.002780022,-0.002965761
6.40793593,-0.00290565,-0.002765976,-0.002679925,-0.002860035
6.406410539,-0.002853394,-0.002678318,-0.002777311,-0.002911508
6.404885148,-0.002868459,-0.002838222,-0.002656091,-0.002862171
6.403359757,-0.002802907,-0.002696367,-0.002685266,-0.002862749
6.401834366,-0.002727694,-0.002809399,-0.002692862,-0.002948321
6.400308975,-0.002824189,-0.002775958,-0.002618385,-0.00290822
6.398783583,-0.002715877,-0.002861414,-0.002753661,-0.002895212
6.397258192,-0.002757189,-0.00274641,-0.002702712,-0.002930193
6.395732801,-0.002788398,-0.002791951,-0.002680247,-0.002973288
6.39420741,-0.002777524,-0.002818847,-0.002662072,-0.002818507
6.392682019,-0.002744624,-0.002876851,-0.002588864,-0.002971499
6.391156628,-0.002741512,-0.002937498,-0.002623417,-0.002926516
6.389631237,-0.002768751,-0.00289939,-0.002669926,-0.002864678
6.388105846,-0.002807407,-0.002785885,-0.002725592,-0.002899987
6.386580455,-0.002848196,-0.002953234,-0.002689994,-0.002953293
6.385055064,-0.002806522,-0.002772557,-0.002599332,-0.002918103
6.383529673,-0.00285114,-0.002743424,-0.002783208,-0.002996669
6.382004282,-0.002837792,-0.002831052,-0.002651467,-0.002969309
6.380478891,-0.002693474,-0.002732447,-0.002677186,-0.003017857
6.3789535,-0.002713101,-0.002744563,-0.002611254,-0.002997425
6.377428109,-0.002645399,-0.002818207,-0.002675372,-0.002982854
6.375902718,-0.00284671,-0.002807354,-0.00259009,-0.002925212
6.374377327,-0.002766621,-0.002858953,-0.002686433,-0.00289529
6.372851936,-0.002815971,-0.002751098,-0.002595524,-0.002955391
6.371326545,-0.002727702,-0.002787367,-0.002502171,-0.002915137
6.369801154,-0.002775743,-0.002724493,-0.002662937,-0.002875038
6.368275763,-0.00271332,-0.00291545,-0.002727693,-0.002932957
6.366750372,-0.002731039,-0.00277058,-0.002646906,-0.002966034
6.365224981,-0.002617406,-0.002788536,-0.002751195,-0.00283543
6.36369959,-0.002766575,-0.002783985,-0.002692896,-0.002897823
6.362174199,-0.002707968,-0.002776926,-0.002581129,-0.002867464
6.360648807,-0.002679315,-0.002649045,-0.002552056,-0.002753718
6.359123416,-0.00262903,-0.00269728,-0.002577152,-0.002745569
6.357598025,-0.002581607,-0.002673739,-0.002484338,-0.002723184
6.356072634,-0.002684939,-0.002743028,-0.002511788,-0.002801542
6.354547243,-0.002600096,-0.002895225,-0.002587387,-0.002884571
6.353021852,-0.002679998,-0.002785966,-0.002512136,-0.002834382
6.351496461,-0.002786624,-0.002760258,-0.002579296,-0.002810513
6.34997107,-0.002859198,-0.002824506,-0.002569526,-0.003049375
6.348445679,-0.002728917,-0.00275432,-0.002628715,-0.003013022
6.346920288,-0.00283149,-0.00276181,-0.002687955,-0.00290659
6.345394897,-0.00271794,-0.002829848,-0.002724782,-0.002915587
6.343869506,-0.002814451,-0.002740103,-0.00279641,-0.002965529
6.342344115,-0.002779388,-0.00279169,-0.00276667,-0.002973233
6.340818724,-0.002788128,-0.002817868,-0.002607981,-0.002948132
6.339293333,-0.00266085,-0.002755809,-0.002693408,-0.00296273
6.337767942,-0.002729632,-0.00281712,-0.002694208,-0.002980838
6.336242551,-0.00279706,-0.002797817,-0.002709161,-0.002816903
6.33471716,-0.002769154,-0.002877591,-0.002689156,-0.003023091
6.333191769,-0.002836135,-0.002845029,-0.002679473,-0.002986012
6.331666378,-0.002755912,-0.002775447,-0.002663759,-0.002933836
6.330140987,-0.002815491,-0.002808413,-0.002610412,-0.002941348
6.328615596,-0.002767076,-0.002803145,-0.002671627,-0.002940618
6.327090205,-0.002687718,-0.002852433,-0.002703691,-0.002941946
6.325564814,-0.0026593,-0.002787831,-0.002648836,-0.00288437
6.324039423,-0.00277781,-0.002761204,-0.002547405,-0.002826596
6.322514032,-0.00284652,-0.00271537,-0.002626678,-0.00285053
6.32098864,-0.002759682,-0.002589698,-0.002697076,-0.002908423
6.319463249,-0.002762617,-0.00279948,-0.002632576,-0.002998032
6.317937858,-0.002823575,-0.002731164,-0.002622714,-0.002962739
6.316412467,-0.00266118,-0.002813804,-0.002590492,-0.002763066
6.314887076,-0.002787562,-0.002765355,-0.002583812,-0.00293042
6.313361685,-0.002782816,-0.002766962,-0.002665835,-0.002958633
6.311836294,-0.002793307,-0.002783522,-0.002655058,-0.002875867
6.310310903,-0.002776277,-0.002781878,-0.0026091,-0.002920596
6.308785512,-0.002778294,-0.002780051,-0.002671545,-0.002907818
6.307260121,-0.002831376,-0.002800816,-0.002615922,-0.003060399
6.30573473,-0.002804303,-0.002777531,-0.002643624,-0.003006364
6.304209339,-0.002809468,-0.002803065,-0.002642718,-0.002971472
6.302683948,-0.002781693,-0.002733946,-0.002688376,-0.003114383
6.301158557,-0.002794811,-0.002706262,-0.002680905,-0.002847473
6.299633166,-0.002764473,-0.002843502,-0.002613425,-0.002947931
6.298107775,-0.002732686,-0.002898285,-0.00265298,-0.003030959
6.296582384,-0.002884647,-0.002846957,-0.00262532,-0.002956901
6.295056993,-0.002680162,-0.002804357,-0.002663424,-0.002955291
6.293531602,-0.002794582,-0.002768115,-0.002740469,-0.002846575
6.292006211,-0.00276667,-0.002856487,-0.00270579,-0.003008928
6.29048082,-0.00270329,-0.002824345,-0.002727707,-0.002940465
6.288955429,-0.002779849,-0.002818214,-0.00264481,-0.002876741
6.287430038,-0.002779577,-0.002791307,-0.002476551,-0.002898064
6.285904647,-0.002688292,-0.002750246,-0.002684238,-0.00289584
6.284379256,-0.002804577,-0.002803779,-0.002740028,-0.002875184
6.282853864,-0.002796484,-0.002778462,-0.002702022,-0.0029886
6.281328473,-0.00281842,-0.002708083,-0.00261745,-0.002951965
6.279803082,-0.002789394,-0.002781839,-0.002660956,-0.002934176
6.278277691,-0.002748923,-0.002776958,-0.00262621,-0.002941989
6.2767523,-0.00272007,-0.002702995,-0.002596398,-0.002957302
6.275226909,-0.002888326,-0.002725367,-0.002680815,-0.002977806
6.273701518,-0.002696983,-0.002719279,-0.002724028,-0.002834984
6.272176127,-0.002745389,-0.002766745,-0.002730743,-0.002869084
6.270650736,-0.002764413,-0.002745697,-0.002726274,-0.003009777
6.269125345,-0.002796935,-0.002709029,-0.002635025,-0.00294299
6.267599954,-0.002760837,-0.002781567,-0.002704622,-0.003046462
6.266074563,-0.002767092,-0.002806603,-0.002714271,-0.002940865
6.264549172,-0.002679351,-0.002835846,-0.002646976,-0.00299468
6.263023781,-0.002775338,-0.002824871,-0.002712985,-0.002946473
6.26149839,-0.002690858,-0.002863225,-0.002581818,-0.003013016
6.259972999,-0.002853484,-0.00273445,-0.002746246,-0.002908312
6.258447608,-0.002874787,-0.002697087,-0.002693078,-0.002949098
6.256922217,-0.002846278,-0.002748282,-0.002648563,-0.002853195
6.255396826,-0.00274179,-0.002760025,-0.002762798,-0.002878287
6.253871435,-0.002735792,-0.002915629,-0.002686313,-0.002898182
6.252346044,-0.002730592,-0.002881369,-0.002687346,-0.002931523
6.250820653,-0.002769554,-0.002742943,-0.002634419,-0.002781136
6.249295262,-0.002805665,-0.002737212,-0.002658193,-0.002961131
6.247769871,-0.002729209,-0.002840809,-0.002676363,-0.002833292
6.24624448,-0.002788342,-0.002848096,-0.002626674,-0.002877721
6.244719088,-0.002714763,-0.002678454,-0.002651035,-0.002962392
6.243193697,-0.002804624,-0.002777598,-0.002696528,-0.002750352
6.241668306,-0.00277262,-0.002894964,-0.002682203,-0.002923221
6.240142915,-0.002649113,-0.002870132,-0.002549083,-0.002864023
6.238617524,-0.002787214,-0.00270351,-0.00260933,-0.002914144
6.237092133,-0.002622298,-0.00277396,-0.002629807,-0.002886334
6.235566742,-0.002719998,-0.002698947,-0.00254876,-0.00289456
6.234041351,-0.002786189,-0.002762655,-0.002679462,-0.002901758
6.23251596,-0.002733801,-0.002777017,-0.002729607,-0.002827443
6.230990569,-0.002755521,-0.00281599,-0.002633744,-0.002960959
6.229465178,-0.002718521,-0.002691701,-0.002688375,-0.002851951
6.227939787,-0.002719663,-0.002699555,-0.002665275,-0.002919213
6.226414396,-0.002644555,-0.002734145,-0.002545908,-0.002884898
6.224889005,-0.002677565,-0.002810874,-0.002636499,-0.002917877
6.223363614,-0.002833965,-0.002752718,-0.002556933,-0.002828122
6.221838223,-0.002704774,-0.002768192,-0.00257107,-0.002870486
6.220312832,-0.002726083,-0.002677686,-0.002517883,-0.002856439
6.218787441,-0.002728827,-0.002728113,-0.00258786,-0.002808426
6.21726205,-0.002729726,-0.002789107,-0.002699372,-0.002955573
